Sr.,Station,day,month,year,CO,NO2,SO2,Temperature,Humudity,Noise,O3,Uray,AQI,PM2_5,PM10
268,30,23,4,2022,0.46,4.69,2.04,44.61,61.54,76.4,61.30031,6,71,18.04,64.7
269,30,24,4,2022,0.47,6.26,1.2,43.07,54.48,70.16,73.05961,3,51,20.46,92.66
270,30,25,4,2022,0.47,9.46,2.04,44.63,51.24,68.17,75.92088,2,64,29.22,84.88
271,30,26,4,2022,0.52,2.77,2.04,46.61,38.91,72.38,64.41218,4,46,66.6,91.83
272,30,27,4,2022,0.53,6.64,0.01,45.07,62.54,69.97,150.15589,5,61,61.88,36.29
273,30,28,4,2022,0.5,5.31,0.02,46.63,78.51,74.74,96.53158,5,71,17.69,49.93
274,30,29,4,2022,0.51,4.38,2.04,42.61,32.93,67.77,82.54535,2,63,18.81,63.78
275,30,30,4,2022,0.54,9.54,1.2,43.07,50.35,70.16,61.30031,4,71,20.19,85.8
276,30,1,5,2022,0.68,6.64,2.04,43.63,39.41,76.8,73.05961,6,49,48.56,101.99
277,30,2,5,2022,0.73,13.18,0.03,43.59,60.06,76.4,75.92088,3,71,86.14,54.27
278,30,3,5,2022,0.58,6.45,0.01,44.47,61.54,70.16,83.81773,2,49,23.66,44.83
279,30,4,5,2022,0.48,6.05,1.42,44.61,65.53,67.77,86.78658,4,91,20.12,28.79
280,30,5,5,2022,0.51,3.4,0.01,43.07,39.41,70.16,66.20958,5,59,20.66,39.79
281,30,6,5,2022,0.54,1.42,0.02,44.63,60.06,76.8,82.28046,7,63,17.47,72.61
282,30,7,5,2022,0.4,1.78,2.04,46.61,61.54,76.4,92.52669,4,71,21.03,101.43
283,30,8,5,2022,0.46,4,2.04,45.07,65.53,70.16,96.4635,4,49,26.43,149.69
284,30,9,5,2022,0.47,8.68,0.01,44.61,60.06,76.8,73.32785,8,91,30.66,97.89
285,30,10,5,2022,0.54,1.86,0.02,43.07,61.54,76.8,64.41218,6,59,28.97,59.59
286,30,11,5,2022,0.45,14.03,2.04,44.63,54.48,76.4,150.15589,4,63,22.96,71.84
287,30,12,5,2022,0.59,11.08,2.04,46.61,60.06,70.16,96.53158,3,75,15.75,80
288,30,13,5,2022,0.65,6.05,1.2,45.07,61.54,68.17,82.54535,7,71,18.53,42.88
289,30,14,5,2022,0.61,2.77,2.04,46.63,62.54,72.38,61.30031,3,49,21.75,61.17
290,30,15,5,2022,0.62,6.64,2.04,42.61,78.51,69.97,73.05961,5,91,23.75,68.69
291,30,16,5,2022,0.28,5.31,0.01,43.07,32.93,74.74,75.92088,2,59,26.03,65.41
292,30,17,5,2022,0.6,4.38,0.02,43.63,77.9,67.77,83.81773,4,63,23.51,63.11
293,30,18,5,2022,0.56,9.54,2.04,43.59,62.54,70.16,86.78658,6,75,17.32,64.7
294,30,19,5,2022,0.46,0.1,0.02,44.47,78.51,76.8,66.20958,3,73,20.19,92.66
295,30,20,5,2022,0.39,5.93,2.04,44.61,32.93,67.77,82.28046,7,93,48.56,84.88
296,30,21,5,2022,0.43,4.23,2.04,46.61,77.9,66.3,92.52669,4,73,86.14,44.83
297,30,22,5,2022,0.5,2.98,2.04,45.07,50.26,76.4,96.4635,4,93,23.66,28.79
298,30,23,5,2022,0.55,6.3,0.01,46.63,50.35,73.98,73.32785,3,87,20.12,105.7
299,30,24,5,2022,0.51,9.53,0.02,42.61,39.41,73.98,64.41218,5,52,14.09,83.81
300,30,25,5,2022,0.46,3.52,2.04,43.07,60.06,76.8,150.15589,2,72,24.81,86.78
301,30,26,5,2022,0.41,5.74,2.04,43.63,61.54,76.4,96.53158,4,49,37.8,66.2
302,30,27,5,2022,0.42,5.69,1.2,43.59,65.53,73.98,82.54535,5,91,21.55,82.28
303,30,28,5,2022,0.43,6.75,2.04,44.47,60.06,76.8,61.30031,5,52,17.33,92.52
304,30,29,5,2022,0.45,5.3,2.04,44.61,61.54,67.77,73.05961,2,72,23.4,96.46
305,30,30,5,2022,0.46,3.67,0.01,42.61,54.48,66.3,75.92088,4,49,38.17,77
306,30,31,5,2022,0.47,3.18,0.02,43.07,51.24,70.16,49.8473,6,91,36.22,62.3
307,30,1,6,2022,0.47,2.69,2.04,43.63,38.91,76.8,83.81773,3,59,21.75,69.08
308,30,2,6,2022,0.52,2.95,1.2,43.59,62.54,76.4,86.78658,2,63,23.75,104.07
309,30,3,6,2022,0.53,3.15,2.04,44.47,78.51,70.16,66.20958,4,71,26.03,101.28
310,30,4,6,2022,0.5,2.92,2.04,44.61,32.93,76.8,82.28046,5,49,23.51,80
311,30,5,6,2022,0.49,4.15,0.01,44.61,60.06,76.8,92.52669,7,71,17.32,42.88
312,30,6,6,2022,0.43,7.38,0.02,42.61,61.54,76.4,96.4635,4,49,18.2,61.17
313,30,7,6,2022,0.46,3.19,0.01,43.07,54.48,70.16,73.32785,4,91,21.03,68.69
314,30,8,6,2022,0.39,1.62,2.04,43.63,60.06,68.17,64.41218,8,59,26.43,65.41
315,30,9,6,2022,0.43,6.64,2.04,43.59,61.54,72.38,150.15589,6,63,40.27,63.11
316,30,10,6,2022,0.5,13.18,1.2,38.47,62.54,69.97,96.53158,4,71,24.84,64.7
317,30,11,6,2022,0.55,6.45,2.04,39.61,50.26,74.74,82.54535,3,49,52.49,80
318,30,12,6,2022,0.51,6.05,2.04,40.07,50.35,67.77,61.30031,7,91,59.84,42.88
319,30,13,6,2022,0.46,3.4,0.01,41.63,39.41,70.16,73.05961,7,59,19.48,61.17
320,30,14,6,2022,0.41,1.42,0.02,43.59,60.06,70.82,75.92088,4,72,18.29,68.69
321,30,15,6,2022,0.42,1.78,2.04,38.47,61.54,70.43,83.81773,4,49,20.42,65.41
322,30,16,6,2022,0.43,4,0.01,39.61,50.35,76.68,86.78658,8,91,18.78,63.11
323,30,17,6,2022,0.46,8.68,0.02,40.07,39.41,73.07,66.20958,6,59,18.04,64.7
324,30,18,6,2022,0.47,1.86,2.04,36.63,60.06,73.98,82.28046,4,63,20.46,92.66
325,30,19,6,2022,0.54,14.03,2.04,39.51,61.54,76.8,92.52669,3,71,29.22,84.88
326,30,20,6,2022,0.45,11.08,1.2,38.61,65.53,67.77,96.4635,4,49,66.6,44.83
327,30,21,6,2022,0.45,6.05,2.04,39.07,62.54,66.3,73.32785,8,71,18.81,28.79
328,30,22,6,2022,0.41,5.31,2.04,36.63,78.51,76.4,64.41218,6,49,20.19,39.79
329,30,23,6,2022,0.42,3.74,0.01,37.51,32.93,70.16,150.15589,4,91,48.56,72.61
330,30,24,6,2022,0.43,4.46,0.02,34.22,77.9,76.8,96.53158,3,59,37.8,64.7
331,30,25,6,2022,0.45,4.46,2.04,39.51,62.54,67.77,82.54535,7,63,21.55,92.66
332,30,26,6,2022,0.46,4.69,0.01,38.61,78.51,66.3,61.30031,7,71,17.33,84.88
333,30,27,6,2022,0.47,6.26,0.02,39.07,60.06,76.4,73.05961,4,49,23.4,44.83
334,30,28,6,2022,0.47,9.46,2.04,36.63,61.54,73.98,83.81773,4,91,38.17,28.79
335,30,29,6,2022,0.52,2.77,0.01,37.51,65.53,76.8,86.78658,8,59,24.81,39.79
336,30,30,6,2022,0.53,6.64,0.02,34.22,60.06,67.77,66.20958,6,59,37.8,72.61
337,30,1,7,2022,0.5,5.31,2.04,36.63,61.54,66.3,82.28046,4,52,21.55,101.43
338,30,2,7,2022,0.49,4.38,2.04,37.51,54.48,76.4,92.52669,3,72,17.33,149.69
339,30,3,7,2022,0.69,9.54,1.2,34.22,51.24,76.4,96.4635,4,49,23.4,97.89
340,30,4,7,2022,0.61,5.3,2.04,39.51,38.91,70.16,73.32785,8,91,38.17,59.59
341,30,5,7,2022,0.62,3.67,2.04,38.61,62.54,70.16,64.41218,6,59,36.22,71.84
342,30,6,7,2022,0.58,3.18,0.01,39.07,78.51,76.8,150.15589,4,63,68.67,80
343,30,7,7,2022,0.57,2.69,0.02,36.63,32.93,76.4,96.53158,3,71,17.69,42.88
344,30,8,7,2022,0.52,2.95,2.04,37.51,62.54,70.16,82.54535,4,49,18.81,97.89
345,30,9,7,2022,0.45,3.15,2.04,33.25,78.51,76.8,83.81773,8,71,20.19,59.59
346,30,10,7,2022,0.51,2.92,0.01,29.54,50.26,76.8,86.78658,6,49,48.56,71.84
347,30,11,7,2022,0.44,4.15,2.04,29.89,50.35,76.4,66.20958,4,91,48.56,80
348,30,12,7,2022,0.37,7.38,1.2,33.45,39.41,70.16,82.28046,3,59,37.8,42.88
349,30,13,7,2022,0.39,3.19,1.2,33.75,60.06,68.17,92.52669,7,63,86.14,84.88
350,30,14,7,2022,0.5,1.62,2.04,32.78,61.54,72.38,96.4635,7,71,23.66,44.83
351,30,15,7,2022,0.41,6.64,2.04,31.58,50.35,69.97,73.32785,4,49,20.12,28.79
352,30,16,7,2022,0.42,13.18,0.01,33.79,39.41,74.74,64.41218,4,91,20.66,39.79
353,30,17,7,2022,0.43,6.45,1.2,34.25,60.06,67.77,150.15589,8,59,17.47,72.61
354,30,18,7,2022,0.45,6.05,2.04,31.78,61.54,70.16,96.53158,6,63,21.03,105.7
355,30,19,7,2022,0.46,3.4,2.04,29.64,65.53,76.8,82.54535,4,63,26.43,83.81
356,30,20,7,2022,0.47,1.42,0.01,28.45,62.54,67.77,61.30031,3,71,30.66,86.78
357,30,21,7,2022,0.47,1.78,0.01,27.62,78.51,66.3,73.05961,4,49,28.97,66.2
358,30,22,7,2022,0.52,4,1.2,29.43,32.93,76.4,75.92088,8,71,22.96,82.28
359,30,23,7,2022,0.53,8.68,2.04,29.21,77.9,70.16,67.29881,4,49,15.75,92.52
360,30,24,7,2022,0.5,1.86,2.04,27.16,62.54,68.35,73.5337,3,91,18.53,96.46
361,20,26,1,2022,0.57,6.05,2.04,26.11,55.1,67.77,83.81773,2,49,25.35,86.97
362,20,27,1,2022,0.64,3.4,2.04,28.35,53.9,76.8,86.78658,4,91,27.18,78.82
363,20,28,1,2022,0.62,1.42,2.04,22.43,55.82,67.77,66.20958,5,59,25.02,71.9
364,20,29,1,2022,0.71,1.78,2.04,26.11,57.7,66.3,82.28046,7,63,21.62,68.18
365,20,30,1,2022,0.63,4,2.04,29.65,57.65,76.4,92.52669,4,75,19.28,86.31
366,20,31,1,2022,0.49,8.68,2.04,27.71,53.9,70.16,96.4635,3,73,17.16,48.9
367,20,1,2,2022,0.6,1.86,1.42,30.52,58.14,76.8,77.00151,6,59,13.52,77.57
368,20,2,2,2022,0.43,14.03,0.01,22.43,58.74,67.77,62.3024,4,63,14.09,47.7
369,20,3,2,2022,0.62,11.08,0.02,26.11,58.32,66.3,69.08144,8,75,26.03,82.51
370,20,4,2,2022,0.57,6.05,2.04,27.71,56.58,76.4,77.03408,6,73,23.51,86.97
371,20,5,2,2022,0.49,5.69,2.04,31.54,62.54,70.16,96.53158,4,93,17.32,51.73
372,20,6,2,2022,0.69,3.13,2.04,22.43,57.37,68.35,82.54535,3,87,18.2,44.9
373,20,7,2,2022,0.62,6.38,2.04,26.11,65.53,70.82,61.30031,7,75,25.35,56.19
374,20,8,2,2022,0.51,7.62,1.2,30.45,60.06,70.43,73.05961,3,73,22.96,46.31
375,20,9,2,2022,0.53,7.54,2.04,22.43,61.54,76.68,75.92088,5,93,15.75,59.24
376,20,10,2,2022,0.5,8.85,2.04,26.11,54.48,73.07,68.24446,2,87,18.53,68.24
377,20,11,2,2022,0.53,2.77,1.2,29.65,51.24,73.98,69.04877,4,52,21.75,69.04
378,20,12,2,2022,0.56,37.7,0.03,27.71,57.65,76.8,73.32785,6,72,26.03,73.32
379,20,13,2,2022,0.6,1.1,0.01,32.84,62.54,67.77,64.41218,3,64,23.51,64.41
380,20,14,2,2022,1.06,2.14,0.01,31.29,61.54,66.3,150.15589,2,46,18.2,150.15
381,20,15,2,2022,0.59,5.5,2.04,32.98,57.65,76.4,104.07673,4,61,25.35,104.07
382,20,16,2,2022,0.57,3.62,0.02,29.65,55.1,70.16,82.54535,5,49,27.18,101.28
383,20,17,2,2022,0.6,6.54,2.04,32.64,53.9,76.8,61.30031,7,91,25.02,66.57
384,20,18,2,2022,0.7,2.53,2.04,29.25,55.82,67.77,73.05961,4,59,21.62,76.74
385,20,19,2,2022,0.69,1.52,2.04,28.61,57.7,66.3,75.92088,4,63,19.28,86.97
386,20,20,2,2022,0.61,2.17,2.04,32.64,57.65,76.4,83.81773,8,71,17.16,78.82
387,20,21,2,2022,0.62,11.08,1.2,28.61,53.9,73.98,86.78658,6,49,13.52,71.9
388,20,22,2,2022,0.58,9.77,2.04,35.07,58.14,76.8,66.20958,4,91,14.09,68.18
389,20,23,2,2022,0.57,5.46,2.04,32.64,57.37,67.77,82.28046,3,59,26.03,86.31
390,20,24,2,2022,0.59,10.15,1.2,29.25,65.53,66.3,92.52669,7,63,23.51,48.9
391,20,25,2,2022,0.65,8.46,0.03,28.61,60.06,76.4,96.4635,3,75,17.32,77.57
392,20,26,2,2022,0.61,3.86,0.01,32.64,61.54,70.16,77.00151,5,73,23.51,82.54
393,20,27,2,2022,0.62,7.47,2.04,28.61,54.48,76.8,62.3024,2,93,17.32,61.3
394,20,28,2,2022,0.63,5.42,2.04,35.07,51.24,76.4,69.08144,4,73,18.2,73.05
395,20,1,3,2022,0.61,3,1.2,35.63,57.65,70.16,77.03408,6,93,25.35,75.92
396,20,2,3,2022,0.54,2.31,0.03,37.51,62.54,76.8,96.53158,3,87,22.96,86.97
397,20,3,3,2022,0.28,4.26,0.01,31.99,61.54,67.77,82.54535,5,52,15.75,78.82
398,20,4,3,2022,0.6,3.31,1.42,34.22,57.65,66.3,61.30031,2,72,18.53,71.9
399,20,5,3,2022,0.57,12.46,0.01,28.61,55.1,76.4,53.191,4,64,21.75,68.18
400,20,6,3,2022,0.67,10,0.02,35.07,53.9,73.98,82.54535,6,46,26.03,86.31
401,20,7,3,2022,0.56,3.54,2.04,35.63,55.82,76.8,61.30031,3,61,23.51,48.9
402,20,8,3,2022,0.87,7.69,2.04,37.51,57.7,76.4,73.05961,2,49,17.16,77.57
403,20,9,3,2022,0.68,14.03,2.04,34.22,57.37,73.98,75.92088,4,91,13.52,47.7
404,20,10,3,2022,0.74,8.46,2.04,28.61,65.53,76.8,83.81773,5,59,14.09,82.51
405,20,11,3,2022,0.55,8.31,1.2,35.07,60.06,67.77,86.78658,7,63,26.03,86.97
406,20,12,3,2022,0.52,7.91,2.04,35.63,61.54,66.3,66.20958,4,75,23.51,51.73
407,20,13,3,2022,0.62,7.97,2.04,37.51,54.48,76.4,82.28046,4,73,17.32,44.9
408,20,14,3,2022,0.68,3.52,1.2,28.61,51.24,70.16,92.52669,3,93,23.51,56.19
409,20,15,3,2022,0.63,5.74,0.03,35.07,57.65,76.8,96.4635,5,73,17.32,46.31
410,20,16,3,2022,0.59,5.69,1.2,35.63,62.54,76.4,77.00151,2,93,18.2,59.24
411,20,17,3,2022,0.65,6.75,0.03,37.51,61.54,70.16,82.54535,4,87,25.35,56.19
412,20,18,3,2022,0.61,5.3,0.01,34.22,57.65,68.35,61.30031,6,52,22.96,46.31
413,20,19,3,2022,0.62,3.67,1.42,28.61,55.1,70.82,73.05961,3,72,15.75,59.24
414,20,20,3,2022,0.63,3.18,0.01,35.07,53.9,70.43,75.92088,5,64,18.53,68.24
415,20,21,3,2022,0.61,2.69,0.02,35.63,55.82,76.68,83.81773,2,46,21.75,69.04
416,20,22,3,2022,0.54,2.95,2.04,37.51,57.7,73.07,86.78658,4,61,17.16,73.32
417,20,23,3,2022,0.28,3.15,2.04,28.61,57.65,73.98,66.20958,6,64,13.52,64.41
418,20,24,3,2022,0.6,2.92,2.04,35.07,53.9,76.8,82.28046,3,46,14.09,150.15
419,20,25,3,2022,0.57,4.15,2.04,35.63,60.06,67.77,92.52669,2,61,26.03,104.07
420,20,26,3,2022,0.67,7.38,1.2,37.51,61.54,66.3,96.4635,4,49,23.51,101.28
421,20,27,3,2022,0.56,3.19,2.04,34.22,65.53,76.4,77.00151,5,91,17.32,66.57
422,20,28,3,2022,0.42,1.62,2.04,38.61,60.06,70.16,62.3024,7,59,23.51,76.74
423,20,29,3,2022,0.4,3.38,0.01,33.07,61.54,76.8,69.08144,4,63,17.32,86.97
424,20,30,3,2022,0.46,2.27,0.02,36.63,62.54,67.77,77.03408,4,75,18.2,78.82
425,20,31,3,2022,0.47,6.31,2.04,39.51,78.51,66.3,96.53158,8,93,25.35,71.9
426,20,1,4,2022,0.54,3.08,2.04,38.61,32.93,76.4,82.54535,6,73,22.96,45.58
427,20,2,4,2022,0.45,2.83,2.04,39.07,77.9,73.98,61.30031,4,93,15.75,25.83
428,20,3,4,2022,0.45,7.6,2.04,36.63,57.37,76.8,96.4635,3,87,18.53,33.57
429,20,4,4,2022,0.5,7.77,1.2,37.51,65.53,67.77,77.00151,7,52,21.75,54.93
430,20,5,4,2022,0.39,4.43,2.04,34.22,60.06,66.3,62.3024,3,72,26.03,42.07
431,20,6,4,2022,0.32,4.85,0.03,33.07,61.54,76.4,69.08144,5,64,28.06,52.36
432,20,7,4,2022,0.34,2.58,0.01,36.63,54.48,70.16,77.03408,2,46,37.34,37.9
433,20,8,4,2022,0.46,5.35,1.42,39.51,51.24,76.8,96.53158,4,61,18.55,77.57
434,20,9,4,2022,0.56,7.31,0.01,38.61,57.65,67.77,82.54535,6,64,40.09,47.7
435,20,10,4,2022,0.46,4.42,0.02,39.07,62.54,66.3,61.30031,3,46,41.62,82.51
436,20,11,4,2022,0.39,3.27,2.04,36.63,61.54,76.4,77.03408,7,61,22.66,86.97
437,20,12,4,2022,0.46,4.57,2.04,37.51,57.65,73.98,96.53158,4,49,16.24,51.73
438,20,13,4,2022,0.5,0.38,2.04,34.22,55.1,76.8,82.54535,4,64,29.3,44.9
439,20,14,4,2022,0.43,1,2.04,41.22,53.9,67.77,61.30031,3,46,30.96,56.19
440,20,15,4,2022,0.5,0.77,1.2,43.07,55.82,66.3,96.4635,5,61,40.27,46.31
441,20,16,4,2022,0.55,5.62,2.04,39.63,57.7,76.4,77.00151,2,49,24.84,59.24
442,20,17,4,2022,0.51,3.39,2.04,41.51,57.65,70.16,62.3024,4,91,52.49,56.19
443,20,18,4,2022,0.46,3.64,0.01,42.61,53.9,76.8,69.08144,6,59,59.84,46.31
444,20,19,4,2022,0.41,3.82,0.02,43.07,60.06,76.4,77.03408,3,63,19.48,59.24
445,20,20,4,2022,0.42,3.94,2.04,43.63,61.54,70.16,96.53158,5,75,18.29,68.24
446,20,21,4,2022,0.43,2.37,2.04,43.59,62.54,76.8,82.54535,2,93,20.42,69.04
447,20,22,4,2022,0.45,4.46,2.04,44.47,78.51,67.77,61.30031,4,73,18.78,73.32
448,20,23,4,2022,0.46,4.69,2.04,44.61,32.93,66.3,62.3024,6,93,18.04,64.7
449,20,24,4,2022,0.47,6.26,1.2,43.07,77.9,76.4,69.08144,3,87,20.46,92.66
450,20,25,4,2022,0.47,9.46,2.04,44.63,62.54,73.98,77.03408,2,72,29.22,84.88
451,20,26,4,2022,0.52,2.77,2.04,46.61,78.51,76.8,96.53158,4,49,66.6,91.83
452,20,27,4,2022,0.53,6.64,0.01,45.07,32.93,76.4,82.54535,5,91,61.88,36.29
453,20,28,4,2022,0.5,5.31,0.02,46.63,77.9,73.98,61.30031,5,59,17.69,49.93
454,20,29,4,2022,0.51,4.38,2.04,42.61,50.26,76.8,77.03408,2,63,18.81,63.78
455,20,30,4,2022,0.54,9.54,1.2,43.07,50.35,66.3,96.53158,4,71,20.19,85.8
456,20,1,5,2022,0.68,0.1,2.04,43.63,39.41,76.4,82.54535,6,49,48.56,101.99
457,20,2,5,2022,0.73,5.93,0.03,43.59,57.37,70.16,61.30031,3,71,86.14,54.27
458,20,3,5,2022,0.58,4.23,0.01,44.47,65.53,76.8,96.4635,2,49,25.35,44.83
459,20,4,5,2022,0.48,2.98,1.42,44.61,60.06,67.77,77.00151,4,91,22.96,28.79
460,20,5,5,2022,0.51,6.3,0.01,43.07,61.54,66.3,62.3024,5,59,15.75,39.79
461,20,6,5,2022,0.54,9.53,0.02,44.63,54.48,76.4,69.08144,7,63,18.53,72.61
462,20,7,5,2022,0.55,5.31,2.04,46.61,51.24,70.16,77.03408,4,71,21.75,101.43
463,20,8,5,2022,0.61,3.74,2.04,45.07,57.65,68.35,77.00151,4,49,26.03,77.57
464,20,9,5,2022,0.47,4.46,2.04,44.61,62.54,70.82,62.3024,8,91,23.51,47.7
465,20,10,5,2022,0.43,4.46,2.04,43.07,61.54,70.43,69.08144,6,59,18.2,82.51
466,20,11,5,2022,0.45,4.69,1.2,44.63,57.65,76.68,77.03408,4,63,25.35,86.97
467,20,12,5,2022,0.46,6.26,2.04,46.61,55.1,73.07,96.53158,3,75,27.18,51.73
468,20,13,5,2022,0.47,9.46,2.04,45.07,53.9,73.98,82.54535,7,71,25.02,44.9
469,20,14,5,2022,0.47,2.77,0.01,46.63,55.82,76.8,61.30031,3,93,21.62,56.19
470,20,15,5,2022,0.52,6.64,0.02,42.61,57.7,67.77,62.3024,5,87,19.28,46.31
471,20,16,5,2022,0.53,5.31,0.01,43.07,57.65,66.3,69.08144,2,72,17.16,59.24
472,20,17,5,2022,0.5,4.38,1.42,43.63,53.9,76.4,77.03408,4,49,13.52,56.19
473,20,18,5,2022,0.51,9.54,0.01,43.59,62.54,70.16,96.53158,6,91,14.09,46.31
474,20,19,5,2022,0.54,0.1,0.02,44.47,78.51,76.8,82.54535,3,59,26.03,59.24
475,20,20,5,2022,0.5,5.93,2.04,44.61,32.93,67.77,61.30031,7,63,23.51,68.24
476,20,21,5,2022,0.43,4.23,2.04,46.61,77.9,66.3,77.03408,4,71,86.14,69.04
477,20,22,5,2022,0.5,2.98,2.04,45.07,50.26,76.4,96.53158,4,49,23.66,73.32
478,20,23,5,2022,0.55,6.3,2.04,46.63,50.35,73.98,77.00151,3,71,20.12,39.79
479,20,24,5,2022,0.51,9.53,1.2,42.61,39.41,73.98,62.3024,5,49,14.09,72.61
480,20,25,5,2022,0.46,3.52,2.04,43.07,60.06,76.8,69.08144,2,91,24.81,101.43
481,20,26,5,2022,0.41,5.74,2.04,43.63,61.54,76.4,77.03408,4,59,37.8,149.69
482,20,27,5,2022,0.42,5.69,0.01,43.59,50.35,73.98,96.53158,5,63,21.55,97.89
483,20,28,5,2022,0.43,6.75,0.02,44.47,39.41,76.8,82.54535,5,52,17.33,59.59
484,20,29,5,2022,0.45,5.3,2.04,44.61,60.06,67.77,61.30031,2,72,23.4,71.84
485,20,30,5,2022,0.46,3.67,2.04,42.61,61.54,66.3,62.3024,4,49,38.17,80
486,20,31,5,2022,0.47,3.18,2.04,43.07,65.53,76.4,69.08144,6,91,36.22,42.88
487,20,1,6,2022,0.47,2.69,2.04,43.63,39.41,70.16,77.03408,3,59,68.67,97.89
488,20,2,6,2022,0.68,2.95,1.2,43.59,60.06,76.8,96.53158,2,63,17.69,59.59
489,20,3,6,2022,0.73,3.15,2.04,44.47,61.54,76.4,82.54535,4,71,18.81,71.84
490,20,4,6,2022,0.58,2.92,2.04,44.61,65.53,70.16,61.30031,5,49,20.19,80
491,20,5,6,2022,0.48,4.15,0.01,44.61,60.06,68.35,77.03408,7,71,48.56,42.88
492,20,6,6,2022,0.51,7.38,0.02,42.61,61.54,70.82,96.53158,4,49,37.8,61.17
493,20,7,6,2022,0.54,3.19,0.01,43.07,54.48,70.43,41.00188,4,91,21.55,68.69
494,20,8,6,2022,0.55,1.62,2.04,43.63,60.06,76.68,61.26108,8,59,17.33,65.41
495,20,9,6,2022,0.61,3.38,2.04,43.59,61.54,73.07,83.89496,6,63,23.4,63.11
496,20,10,6,2022,0.47,2.27,1.2,38.47,62.54,73.98,73.5337,4,93,38.17,64.7
497,20,11,6,2022,0.43,6.31,2.04,39.61,50.26,76.8,67.29881,3,87,36.22,80
498,20,12,6,2022,0.45,3.08,2.04,40.07,50.35,67.77,56.13123,7,72,68.67,42.88
499,20,13,6,2022,0.46,2.83,0.01,41.63,39.41,68.35,49.8473,7,49,17.69,61.17
500,20,14,6,2022,0.52,7.6,0.02,43.59,60.06,70.82,41.00188,4,91,18.81,68.69
501,20,15,6,2022,0.45,7.77,2.04,38.47,61.54,70.43,61.26108,4,59,20.19,65.41
502,20,16,6,2022,0.4,4.43,2.04,39.61,50.35,76.68,83.89496,8,63,23.4,63.11
503,20,17,6,2022,0.46,4.85,2.04,40.07,39.41,73.07,73.5337,6,71,38.17,64.7
504,20,18,6,2022,0.47,4.23,2.04,36.63,60.06,73.98,67.29881,4,49,36.22,92.66
505,20,19,6,2022,0.54,2.98,1.2,39.51,61.54,76.8,56.13123,3,71,68.67,84.88
506,20,20,6,2022,0.45,6.3,2.04,38.61,57.37,67.77,83.89496,4,49,17.69,44.83
507,20,21,6,2022,0.45,9.53,2.04,39.07,65.53,66.3,73.5337,8,91,18.81,28.79
508,20,22,6,2022,0.5,5.31,0.01,36.63,60.06,76.4,67.29881,6,59,20.19,39.79
509,20,23,6,2022,0.39,3.74,1.2,37.51,61.54,70.16,56.13123,4,63,48.56,72.61
510,20,24,6,2022,0.32,4.46,2.04,34.22,54.48,76.8,49.8473,3,49,37.8,64.7
511,20,25,6,2022,0.34,4.46,2.04,39.51,51.24,67.77,41.00188,7,91,21.55,77.57
512,20,26,6,2022,0.56,4.69,0.01,38.61,57.65,66.3,61.26108,7,52,17.33,47.7
513,20,27,6,2022,0.6,6.26,0.02,39.07,62.54,76.4,83.89496,4,72,25.35,82.51
514,20,28,6,2022,1.06,9.46,2.04,36.63,61.54,73.98,73.5337,4,49,22.96,86.97
515,20,29,6,2022,0.59,2.77,2.04,37.51,57.65,76.8,67.29881,8,91,15.75,51.73
516,20,30,6,2022,0.57,6.64,2.04,34.22,55.1,67.77,83.89496,6,59,18.53,44.9
517,20,1,7,2022,0.6,5.31,2.04,36.63,53.9,66.3,73.5337,4,52,21.75,56.19
518,20,2,7,2022,0.7,4.38,1.2,37.51,55.82,76.4,67.29881,3,72,26.03,46.31
519,20,3,7,2022,0.69,9.54,1.2,34.22,57.7,76.4,56.13123,4,49,23.51,59.24
520,20,4,7,2022,0.61,5.3,2.04,39.51,57.65,70.16,49.8473,8,91,18.2,56.19
521,20,5,7,2022,0.62,3.67,2.04,38.61,53.9,76.8,41.00188,6,59,25.35,46.31
522,20,6,7,2022,0.58,3.18,0.01,39.07,61.54,67.77,61.26108,4,93,27.18,59.24
523,20,7,7,2022,0.57,2.69,1.2,36.63,65.53,66.3,83.89496,3,87,25.02,68.24
524,20,8,7,2022,0.52,2.95,2.04,37.51,62.54,76.4,73.5337,4,72,21.62,69.04
525,20,9,7,2022,0.45,3.15,2.04,33.25,78.51,70.16,67.29881,8,49,19.28,73.32
526,20,10,7,2022,0.68,2.92,0.01,29.54,50.26,68.35,56.13123,6,91,17.16,71.84
527,20,11,7,2022,0.73,4.15,2.04,29.89,50.35,70.82,83.89496,4,59,13.52,80
528,20,12,7,2022,0.58,7.38,1.2,33.45,39.41,70.43,73.5337,3,63,14.09,42.88
529,20,13,7,2022,0.48,3.19,1.2,33.75,60.06,76.68,67.29881,7,71,26.03,84.88
530,20,14,7,2022,0.51,1.62,2.04,32.78,61.54,73.07,83.89496,7,49,23.51,44.83
531,20,15,7,2022,0.54,3.38,2.04,31.58,50.35,73.98,83.89496,4,71,23.4,28.79
532,20,16,7,2022,0.55,2.27,0.01,33.79,39.41,76.8,73.5337,4,49,38.17,39.79
533,20,17,7,2022,0.61,6.31,1.2,34.25,60.06,67.77,67.29881,8,91,24.81,72.61
534,20,18,7,2022,0.47,3.08,2.04,31.78,61.54,70.16,56.13123,6,59,37.8,101.43
535,20,19,7,2022,0.43,2.83,2.04,29.64,65.53,76.8,83.89496,4,63,21.55,149.69
